text,labels
"EdgeにChromeにBraveにVivaldyにTor##なんでもある ""[0","[0,0]"
"SDGs、ダイバーシティ万歳！ ""[0","[0,0]"
"まだ入社して１ヶ月なのに、##6月から勤務先変わるの好き__##4ヶ月の間だけらしいけど ""[0","[0,0]"
"ゆはた:これが俺たちの力だな！ ""[0","[0,0]"
"TLに残飯の写真流れてきて今日の弁当！とか書いてあってよくよく見たら残飯じゃなかった##残飯に見えたけど大変に体に良さそうな献立だった ""[0","[0,0]"
"タバコも免許制にしたらいいね ""[0","[0,0]"
"こいつどんなアホマドリディスタやテバスよりもYESマドリディスモ体現してて尊敬するわ ""[0","[0,0]"
"AVを法律で全面禁止にしたい人達って結構な暴論を主張していますよね。そこまで言うなら「いつでも手軽に本番セックスできる制度を作れば」自然とAVは廃れて批判も殆ど無いよ。基本的にAVは代替行為だからね。 ""[0","[0,0]"
"これは豪気だね##性行為伴うＡＶ禁止の法制定を別途検討　立憲民主党が方針 #metoo #youtoo | カナロコ by 神奈川新聞 ""[0","[0,0]"
"騙しきれてない気がするのですが ""[0","[0,0]"
"逆に羨ましいすわそんな極端な場合しかそんなことない人なんて　そりゃ生きるのもうまいっすわ ""[0","[0,0]"
"太陽光パネル義務化と、今回のマイクチップは酷似してる。よくないよ####思ったんだけど、ペットを迎える時に家族として、戸籍登録すればいい！！######これって天才的発想だよね。賢い日本政府すら考えつかなかったんだから ""[0","[0,0]"
"大丈夫です空砲の遺憾砲を打ちます ""[0","[0,0]"
"ちかちかしてピッチャーのボール見逃しやすくなる効果ありそう ""[0","[0,0]"
"pi「じゃあの！」##ut「エミさん鋭いな」##em「さっきから全方位で見てるからさ」 ""[0","[0,0]"
"そういえば冨樫義博アナログ原稿なのか コピー芸めっちゃうまいのでデジタルのほうが効率高いのでは？ ""[0","[0,0]"
"【頻出フレーズ】for your information / ご参考までに ""[0","[0,0]"
"こういう考え方もあるのか まぁ日本人変にしぶといというのは事実ではあるけど急に「日本人だけでしょ」となるのは意味がわからへん そうだが… ""[0","[0,0]"
"最近の流行りではナラティブ？ ""[0","[0,0]"
"I love homework. = 宿題は大好き。 ""[0","[0,0]"
"シンゴジラの時点で、「あれだけの重量の生物が陸に上がれば自重で潰れ…」と政府の人に言わせていたので、シンシリーズの「空想vs現実」要素の何割かは空想科学読本パロディになってる感がある ""[0","[0,0]"
"素敵 ""[0","[0,0]"
"やり続けることに必ず意味がある ""[0","[0,0]"
"深夜2時半過ぎの枠で20分放送から始まった番組が2時間強の番組イベントを2回もできるようになるなんて世の中何が起こるか分からないものですね… #生キョコ ""[0","[0,0]"
"あぁよかったよかった。マルモレホスにはいい意味で期待を裏切られて____####当初の俺の予想##35試合　.188　5本　17打点　.695##現実　　　　　　##40試合　.233　5本　23打点　.679 ""[0","[0,0]"
"人はポジティブに生きられるんやなぁ ""[0","[0,0]"
"なんだかんだ3点差に持っていくのさすがだよ ""[0","[0,0]"
"SDGsなんてやめて環境に配慮するべきなのだ！ ""[0","[0,0]"
"明日のスタメン発表が楽しみだ #中日ドラゴンズ #dragons ""[0","[0,0]"
"陰湿キャラはガヤガヤしてるからうるさいという意味では陽キャ寄りやぞ ""[0","[0,0]"
"冷めた考えやアイロニーは客観性の産物であり、客観を至高で正当なものだと評価した時、それはニヒリズムの始まりでもある。##情熱とロマンティシズムという極めて主観的な観念によって、ニヒリズムを打倒しなければならない。##ロマンによってアイロニーを超越しなければならない。 ""[0","[0,0]"
"すぐに謝れないような人にはなりたくねぇな ""[0","[0,0]"
"また同じ人のリクエストってさぁ…よっぽどDのお気にーなのね。###ワイドステーション ""[0","[0,0]"
"すかいらーくの顧客満足度の高そうなWi-Fiサービスには、本当に好感がもてます ""[0","[0,0]"
"阿武町の誤振込金横領男の金、昨日に続いてまたいくらか戻ったんですね。世の中なめ切った犯罪者に好きにさせてるわけにはいきませんものね。使い切った金がどういう仕組みで戻るのかようしらんけど。 ""[0","[0,0]"
"今期の朝ドラの脚本すごいな ""[0","[0,0]"
"よう！最近よく会うな！ ""[0","[0,0]"
"lagging approval rating 　低迷する支持率　##approvalは【名詞】承認/同意など##make light of ～　～について軽んじる、冗談をいう##take a dig at ～　##digから転じて##前任者ならpredecessor 後任者ならsuccessor #####ニュースで学ぶ現代英語　#ディグダグ ""[0","[0,0]"
"【ブルトン語】Mar plij「どうぞ」、s'il vous pla_t※場合によっては「おいおい」「やったな」という意味の間投詞的に使われることもある。 ""[0","[0,0]"
"スクールカーストTOPのガキ大将の同級生が、私の友人の凄い性格の良い子と付き合って、周りはなんであいつとあの子が_って騒がれてたんだけど、今現在は別れちゃって、そしたら同級生の性悪で有名な女の子と新しく付き合ったらしく、凄いしっくりきてる ""[0","[0,0]"
"旅行でいい思い出を作るなら、最終日は楽しめる所に行って、旅の嫌な思い出は洗い流し####バイデン大統領の日韓訪問順が日本で波紋「自尊心傷付けられた」「儀礼的な意味しか… #niconews ""[0","[0,0]"
"押したからこそ7試合で勝ち点7も取ったらしい ""[0","[0,0]"
"この人は本当に優しい ""[0","[0,0]"
"今日キスの日なのか##面白いな ""[0","[0,0]"
"ネットの一意見「◯◯は△△だ」####その意見がすごく癇に障った人「◯◯は△△ってよく言われてるしなぁ～～？」####""癇に障った人""のフォロワー「そういえば""癇に障った人""が以前◯◯は△△って言ってた気がする！確かにそう思う！」####って流れを見るとそういう童話を見てる気分になる ""[0","[0,0]"
"精神的双子、やっぱりなんかおかしいということは金田一公式が認識しているっぽい ""[0","[0,0]"
"コスモスPSの進化前イラストがどうなるのか楽しみで仕方ない ""[0","[0,0]"
"3000字近い超大作が出来た ""[0","[0,0]"
"当たりまえだのノルマンディーってこと？ ""[0","[0,0]"
"若手積極起用 ""[0","[0,0]"
"カッコいい車ですね！ ""[0","[0,0]"
"わけわからんすぎてもうすごい､よくこんなややこしいものをたいした説明もなく進められたな？久しぶりに別チおじ大暴れ回ですかこれ､おもしれ～男だな！！！！！！！！！ ""[0","[0,0]"
"「サル痘は、サル痘ウイルス感染による急性発疹性疾患である。感染症法では4類感染症に位置付けられている。症状は発熱と発疹を主体とし、多くは2－４週間で自然に回復するが、小児等で重症化、死亡した症例の報告もある。」：4類か・・・covid-19よりも軽い症状なのだな ""[0","[0,0]"
"普段は「自分も同類のくせに軍ヲタを下げてインテリの振りしているアカ崩れの老害」「バレバレなのに自分の性癖を隠そう隠そうとしているクリエイターの鏡」と、宮崎氏をボロクソに言ってるわたしでさえ、このヒモに取り憑かれたことに関してはご同情申し上げる、としか言いようがない。 ""[0","[0,0]"
"ドル投資積立保険####120%だって##すごいね####みんな##お金持ちになれるね！ ""[0","[0,0]"
"今日もディシディアは平和でした ""[0","[0,0]"
"あ、、久しぶり__ ""[0","[0,0]"
"つぇるのお陰様で####今日24日かと思って冷や汗ぶわっだぞ（ ""[0","[0,0]"
"きりちゃんがリソルと相性悪いのでリソきりって少し考えたことはあるけど、全然話が進まないんだよな。 ""[0","[0,0]"
"もしかして、Touch!ならj01もMステに出られるんじゃない？ ""[0","[0,0]"
"シティとリバポは強いだけじゃ無くプレミアを盛り上げるなぁ～ ""[0","[0,0]"
"女性ひとりで中絶決定する、を成立させるなら、男性の扶養・養育義務は発生しない。##この主旨で他の人もツイートしてた。##インセルアルファ垢が提唱しとんかな##これでイーブンだなぞわたしには理解出来んのよ。めっちゃ言葉を尽くして説明してくれてんけど「感情論」並べる私にはわからん ""[0","[0,0]"
"シャイニングパール終わったからブリリアントダイヤモンドはじめたんだけど、開幕早々ポケレジェで世話になった連中が出てきてゲンナリしてる。 #ポケモンBDSP #NintendoSwitch ""[0","[0,0]"
"わかるわ ""[0","[0,0]"
"ロゼホラ前に「ブレードを青に」って言われたあとに、曲が始まるとUOを炊き出すオタクが脳が何もない感じがして楽しかったです ""[0","[0,0]"
"お兄ﾃｬ達に囲まれてドリ君幸せだね♡ ""[0","[0,0]"
"いばらんは「いい性格してる」なので……好きには好きだよ　正しいことに頭を使える子は好き ""[0","[0,0]"
"桜花賞不利あって間から無理やり上がってきて勝ったの見たらタフさはあると思って馬券内には入れてたが、勝ち切るとは思わんかった##ルメカスが大外アリガトウゴザイマスすると思った ""[0","[0,0]"
"海外含めアニメツイッタラーさんって毎日大喜利に勤しんでいて微笑ましい ""[0","[0,0]"
"映画館の売店、パンフレット入れるのと同じ袋に普通に原画入れて渡してくれたのが面白かったです ""[0","[0,0]"
"トランザの栄光というトラウマ回だ･･･これのラストシーンほんとに怖い ""[0","[0,0]"
"日本人らしいねとかなんとか言われようがルールはルールだし、そのルールを一生懸命守ろうとする日本人とルールを破って得をしようとする1部の方達を見れば、なぜNCTメンバー達が「日本の皆さんは暖かい」って言ってくれてるのかよく分かるよねという話 ""[0","[0,0]"
"地方競馬のライブ中継は##どこぞの東海テレビとは違い##レース中にCMを突然入れられて##放送を打ち切られないので安心####きょうの地方の重賞##あすなろ賞は◎ジェイケイブラック##佐賀ヴィーナスカップは人気でも◎ダノンレジーナから買ってみました####さて、どうか ""[0","[0,0]"
"よもや2019年サガン鳥栖の偉大な記録に並ぼうってんじゃないだろうなあ。 ""[0","[0,0]"
"よく「ちむどんどん」と「まれ」を比較する方が多いけど、内容はそんなに似てると思いません。但し、「まれ」も前作が名作「マッサン」でBSプレミアム/BS4Kが「あまちゃん」だったから、どうしても比べられちゃったんだよね。比較が正しいとは思わないけどこれは仕方ない ""[0","[0,0]"
"緊迫の投手戦 ""[0","[0,0]"
"東京スゲェ～ ""[0","[0,0]"
"まだ世界にないリーグを…リーグワン ""[0","[0,0]"
"鮫島さんはネトウヨができなかった朝日新聞社長の首飛ばす快挙を成し遂げたネトウヨの星ですからねえ ""[0","[0,0]"
"最新話が放送されたの深夜23時で、その後大きなニュースが無かったからっていうのもあるんだろうけど、作品名ってよりCP略称が12時間以上もトレンド残り続けるってすごいな～日本は平和すなあ ""[0","[0,0]"
"すげえ。さすが俺たちの経団連 ""[0","[0,0]"
"令和ライダー最高傑作 ""[0","[0,0]"
"活動的な鬱だねみたいなリプついてるけど、産後うつ拗らせた私の母親は自殺はしたいが娘のトラウマになるのはダメ、かっこよくそれっぽく死ぬにはどうしたら良いかと考えて米国に飛行機免許取りに行ったクチだからどう発現するかとかはわからんよ… ""[0","[0,0]"
"SNSで”個人”としてアカウントを持つ時代になって、この傾向は顕著になったと思ってたんだけど全然そんなことなくてすごい ""[0","[0,0]"
"嘘が本当になったか。####よっしゃラッキー！！！###ドンブラザーズ ""[0","[0,0]"
"なるほど、嘘が本当になったか！ ""[0","[0,0]"
"嘘が本当になる ""[0","[0,0]"
"嘘が本当になったかぁ ""[0","[0,0]"
"大二ご苦労さま ""[0","[0,0]"
"＜週間ランキング２位！＞##小泉悠　ウクライナの穀物が標的？　核と生物兵器の危機再び ""[0","[0,0]"
"なんか、これ、すごい誉めてもらったけど、##うちの夫、めっちゃ優しいんだけど、##手荒れした時とか、防水の絆創膏買ってきてくれる優しさもあります。 ""[0","[0,0]"
"デュエル・マスターズ最高！ ""[0","[0,0]"
"母子共々援助が必要なのは確かかもしれん ""[0","[0,0]"
"この元市長さんの名前、数年前、下吉田の素敵なお宿の近所で見かけたなあ。。 ""[0","[0,0]"
"#サントリー不買運動 ##配る位だから問題無いよね。 ""[0","[0,0]"
"え？　僕も、欲しいな。どこで配ってるの？ ""[0","[0,0]"
"ついに失策を認めたか。二股掛けの失敗は文在寅に通じるがねえ。####メルケル前独首相、ウクライナとの連帯表明　沈黙破る＝関係筋###Yahooニュース ""[0","[0,0]"
"ごまごまちゃんより断然アシベの方が好き##同じ森下裕美先生だとあとは##ここだけのふたりと大阪ハムレット####大阪ハムレットの実写は観てないです ""[0","[0,0]"
"ぼっちで低所得者でも遊べる趣味は偉大... ""[0","[0,0]"
"__歳とる度にパパに似ていってくれ##見た目は仕方ない…血が繋がってるからね…… ""[0","[0,0]"
"トラオム追悼会 ""[0","[0,0]"
"マジで羨ましい　滅多にないだろ ""[0","[0,0]"
"奄美でミント「あまミント」Twitterでも大人気ですね。商業栽培なら開花結実までに収穫するし、地下数十センチまでブロック埋めて囲めば地下茎対策も出来る。##「なぜ奄美でミント」と内容も見ずに批判してる人もいるけどシマ出身のバー経営者が島興しまで考えた→ ""[0","[0,0]"
"今日もお勉強楽しかったなぁ～##早く帰って遠征準備しなきゃ ""[0","[0,0]"
"明日は観に行けないけど、本当に面白いネタをした人がきちんと上のリーグにいけますように！ ""[0","[0,0]"
"楽しそうでええねぇ ""[0","[0,0]"
"千ラのトイレきれいすぎだろ ""[0","[0,0]"
"はーさっぱりした ""[0","[0,0]"
"三矢、海の似合う女だ… ""[0","[0,0]"
"学校と病院ではこんなに褒められないむしろ貶されるからね ""[0","[0,0]"
"いや、そうか、違う。もともと私の果たすべき役割など消滅していたからこそ、私は光すら届かぬ奈落の底に幽閉されていたのだ。 ""[0","[0,0]"
"絶景じゃん ""[0","[0,0]"
"ワクチン2回の陽性率、半数世代で未接種上回る　厚労省再集計で判明##2022.6.1 日経ビジネス ""[0","[0,0]"
"やっぱりARKは神ゲーだぜ ""[0","[0,0]"
"倫理的に最も物議をかもす研究は、国外で行われているそうです。####この最低な神経。####こんなのと付き合う、同盟して価値あるか？####____は自分で自分の価値を下げてること理解しろって。##いや、マジで最低だけど、米帝様 ""[0","[0,0]"
"【限られた #単語 で #英会話 】##428: mistress####すぐに来なさいと上司に命令され##『分かりましたよ、奥様』##＊一般的に「愛人・不倫相手」に使われるが　##『権威ある女性』という意味###ドクターハウス#####英語学習 #英語表現 #英語フレーズ###洋画好きと繋がりたい #1日1本オススメ映画 ""[0","[0,0]"
"そういえば席替えしたら前から2列目の凄く見晴らしのいい席になった####ペアで話してくださいって言われて周囲見たら女子しかおらん##てかみんな頭良 ""[0","[0,0]"
"わたしがグラブルユーザーになったのはテイルズのおかげなので本当にありがとうね ""[0","[0,0]"
"「止まれ」の標識を華麗にスルーして飛び出した自転車のJKと危うくニアミス。##このJK、車校で免許取ったら早々に一時停止無視の出合い頭で事故ってそう ""[0","[0,0]"
"今日は大学見学してきた！！！！！！####来年の受験が楽しみだなぁ～ ""[0","[0,0]"
"仕事楽しいっすね ""[0","[0,0]"
"海外のプオタには「KENTAから出番を奪った」「モクスリーはどうした」「日本のジョン・シナが来た」とわりかし不評だけどな。 ""[0","[0,0]"
"科学の ちからって すげー ""[0","[0,0]"
"nice to meet you ""[0","[0,0]"
"うわーお顔がお人形さんみたーい###何か見た ""[0","[0,0]"
"ワンパンマンの村田みたいに連載も時々で##一度世に出して読まれた漫画を即改変させてもらえるなら鬱になる漫画家も減ると思うんやけどなあ ""[0","[0,0]"
"近代なんとかのHPはトップページにすぺての出演者の画像と情報を載せる画期的な手法のホームページの作成手法を続けるらしい ""[0","[0,0]"
"3Dオーディオのメリットふんだんに生きてますね ""[0","[0,0]"
"マスク氏がテスラ社員に最後通告：オフィスに戻れ、さもなくば退社を(Bloomberg)###Yahooニュース ""[0","[0,0]"
"ワンピース、ドレスローザの時はホビホビの実を最悪な能力みたいな表現してたのにキビキビの実の洗脳は味方のすることだからオッケー！みたいなのめちゃくちゃ海賊的でいいよね ""[0","[0,0]"
"ヘッジファンドなどの規模が大きくなると、小国の通貨発行は発行数的にどういう事態がありうるか、東南アジア通貨危機が示しているからなぁ… ""[0","[0,0]"
"先輩にあのこと話したら買ってくれた__##うれしみ！##このグミはその子からオススメされたやつ ""[0","[0,0]"
"甘味料であるステビアは発ガン性物質として言われているけど、実際はデマで、むしろステビアは多数の薬効があり、Ｃ型肝炎の抑制効果、２型糖尿病の細胞レベルでの改善効果、制癌効果、高血圧抑制効果、滅菌効果、胃腸薬としての効果、二日酔い緩和効果などがあげられるよ。 ""[0","[0,0]"
"_パの出てくる現パロを書いた事はないけど、もし書くならアシi_パというアiイiヌの少女として書くし、それはそんなに難しい事だと思ってなかったんだけど…“転生ネタで同じ名前は無理がある”とか“現代を生きるアiイiヌの_パを表現できない”というツイートを読むと、意味が分からない ""[0","[0,0]"
"くら寿司すばらしいな ""[0","[0,0]"
"パンケーキでも食いに行こうぜ ""[0","[0,0]"
"もう夜ですね。##私はマイキャラルーム自体どうなるか楽しみです、フレンド一覧実装されないかな～。###マシュマロを投げ合おう ""[0","[0,0]"
"社会のさまざまなリテラシー層が参入するほどの大きなWEB3プロジェクトでは、危機の時に民衆を落ち着けることができる口が達者な指導者が必要になる、というのも学んだ####そしてDAOはある程度、小規模でないと長く存続していくのは難しいのではとも感じた。 ""[0","[0,0]"
"博士男女両方とかポリコレ対策ばっちりやね ""[0","[0,0]"
"と、書きながら、既に〈そういうこと〉ではなくなっているのかもしれないという考えが頭をよぎる。##書いたもの勝ちみたいな、後のことは知らないみたいな…。####「文責」なんて概念、今のメディアにあるのだろうかとも、署名と書いた記者が違うなんてことを聞くと思ったりする。 ""[0","[0,0]"
"嫌いなものについてもいい……つまらなそーにはじまってヒートアップして締めに人生って素敵ね！好き ""[0","[0,0]"
"これ小説にしたら売れるんじゃね？ ""[0","[0,0]"
"日本はいつから、こんなに自慰ばかりする国になったのか？##それが少子化に繋がっているのか？##G7、G20、BRICs、後進国、発展途上国、すべて抱き合わせて日本を確立すべきが本当の日本の姿。##日本は既に後進国の仲間だという認識こそ日本再構想。 ""[0","[0,0]"
"今月、毎週末ラブライブ遠征になりそうなので、空いてる時間は艦これイベ進めないと…　艦これの一番凄いところは、イベ開始時に終了時刻が全く明記されないことだと思う ""[0","[0,0]"
"ルセラフィム放送点数女王じゃ～～～ん ""[0","[0,0]"
"マジで1回見ただけで覚えられんし、まあまあの処置を1個も見逃さずとか無理やし。昔過ぎて新人の頃のこと思い出せないんだろうなぁ。 ""[0","[0,0]"
"14万稼げるだけいいですね ""[0","[0,0]"
"『令和のこの時代に昔の古き良きニコニコ感溢れる動画』が出てきたのも盛り上がりポイントだと思ってる##多分この人はそこだけ理解出来てない####とはいえ俺は今のニコニコを知らんから、今もずっとあんな感じなんだとしたら何も言えねえ ""[0","[0,0]"
"biting /b_iti_/　〔形〕身を切るような，痛烈な，［副詞的に］身を切るように ""[0","[0,0]"
"__初日完売してなくて優秀！店内みんな飲んでてｵﾓｼﾛ…夏はずっと販売して欲しい ""[0","[0,0]"
"投打が噛み合ってて良いと思います ""[0","[0,0]"
"チート許されるんならやっとけばよかったなあ ""[0","[0,0]"
